sampling,feature_selection,normalization,dim_red,classification,precision_score,recall_score,f1_score,status
no_sampling,var_threshold,no_norm,no_dim_reduction,nn,0.19931208638105188,0.33333333333333337,0.249461873389026,Pass
no_sampling,var_threshold,no_norm,pca,nn,0.34932814660634726,0.3479657658902942,0.34864562533091115,Pass
no_sampling,var_threshold,no_norm,umap,nn,0.19931208638105188,0.33333333333333337,0.249461873389026,Pass
no_sampling,var_threshold,min_max_norm,no_dim_reduction,nn,0.39965047468195836,0.38908148455318264,0.3942951675051449,Pass
no_sampling,var_threshold,min_max_norm,pca,nn,0.38430974439257365,0.381216969613196,0.38275710950318237,Pass
no_sampling,var_threshold,min_max_norm,umap,nn,0.19931208638105188,0.33333333333333337,0.249461873389026,Pass
no_sampling,var_threshold,robust_scaler,no_dim_reduction,nn,0.34877338321008594,0.35021655493353604,0.34949347924734453,Pass
no_sampling,var_threshold,robust_scaler,pca,nn,0.1978860491546857,0.32757619738751814,0.24672661042614039,Pass
no_sampling,var_threshold,robust_scaler,umap,nn,0.19931208638105188,0.33333333333333337,0.249461873389026,Pass
no_sampling,var_threshold,standard_scaler,no_dim_reduction,nn,0.38440224987518806,0.3804045430460525,0.382392948292508,Pass
no_sampling,var_threshold,standard_scaler,pca,nn,0.33123414019463904,0.3297994563088903,0.33051524135823995,Pass
no_sampling,var_threshold,standard_scaler,umap,nn,0.19931208638105188,0.33333333333333337,0.249461873389026,Pass
no_sampling,var_threshold,log2_transform,no_dim_reduction,nn,0.19931208638105188,0.33333333333333337,0.249461873389026,Pass
no_sampling,var_threshold,log2_transform,pca,nn,0.39976473247830924,0.4013449443638123,0.40055327991435735,Pass
no_sampling,var_threshold,log2_transform,umap,nn,0.19931208638105188,0.33333333333333337,0.249461873389026,Pass
no_sampling,select_univariate,no_norm,no_dim_reduction,nn,0.2750099448507587,0.33532321975718204,0.30218649590126395,Pass
no_sampling,select_univariate,no_norm,pca,nn,0.23231796716159187,0.33171550671550676,0.27325850597624574,Pass
no_sampling,select_univariate,no_norm,umap,nn,0.19931208638105188,0.33333333333333337,0.249461873389026,Pass
no_sampling,select_univariate,min_max_norm,no_dim_reduction,nn,0.30000727354682727,0.3377594627594628,0.31776600994895193,Pass
no_sampling,select_univariate,min_max_norm,pca,nn,0.19931208638105188,0.33333333333333337,0.249461873389026,Pass
no_sampling,select_univariate,min_max_norm,umap,nn,0.19931208638105188,0.33333333333333337,0.249461873yy389026,Pass
no_sampling,select_univariate,robust_scaler,no_dim_reduction,nn,0.27220844863546306,0.3318733153638814,0.2990943468335124,Pass
no_sampling,select_univariate,robust_scaler,pca,nn,0.19931208638105188,0.33333333333333337,0.249461873389026,Pass
no_sampling,select_univariate,robust_scaler,umap,nn,0.19931208638105188,0.33333333333333337,0.249461873389026,Pass
no_sampling,select_univariate,standard_scaler,no_dim_reduction,nn,0.2777103338500557,0.3380647130647131,0.30492974601200273,Pass
no_sampling,select_univariate,standard_scaler,pca,nn,0.3000183702068225,0.34014041514041515,0.3188220651741766,Pass
no_sampling,select_univariate,standard_scaler,umap,nn,0.19931208638105188,0.33333333333333337,0.249461873389026,Pass
no_sampling,select_univariate,log2_transform,no_dim_reduction,nn,0.35644016065025724,0.3464100260326676,0.35135352503120715,Pass
no_sampling,select_univariate,log2_transform,pca,nn,0.23738697432577344,0.3352074550187758,0.2779415217484336,Pass
no_sampling,select_univariate,log2_transform,umap,nn,0.19931208638105188,0.33333333333333337,0.249461873389026,Pass
no_sampling,select_l1,no_norm,no_dim_reduction,nn,0.19931208638105188,0.33333333333333337,0.249461873389026,Pass
no_sampling,select_l1,no_norm,pca,nn,0.333557922821749,0.346207408943258,0.3397649712225517,Pass
no_sampling,select_l1,no_norm,umap,nn,0.19931208638105188,0.33333333333333337,0.249461873389026,Pass
no_sampling,select_l1,min_max_norm,no_dim_reduction,nn,0.5363220884424645,0.515449236298293,0.5256785470277259,Pass
no_sampling,select_l1,min_max_norm,pca,nn,0.47814911559608875,0.46331801322367355,0.4706167458875729,Pass
no_sampling,select_l1,min_max_norm,umap,nn,0.19931208638105188,0.33333333333333337,0.249461873389026,Pass
no_sampling,select_l1,robust_scaler,no_dim_reduction,nn,0.4046782406920322,0.3937625267813947,0.39914576780085886,Pass
no_sampling,select_l1,robust_scaler,pca,nn,0.21447906398015576,0.328711382956666,0.2595837615839671,Pass
no_sampling,select_l1,robust_scaler,umap,nn,0.19931208638105188,0.33333333333333337,0.249461873389026,Pass
no_sampling,select_l1,standard_scaler,no_dim_reduction,nn,0.5564708920280315,0.5577197226253829,0.5570946074563976,Pass
no_sampling,select_l1,standard_scaler,pca,nn,0.45646655822544824,0.44048563595733403,0.448333731713283,Pass
no_sampling,select_l1,standard_scaler,umap,nn,0.19931208638105188,0.33333333333333337,0.249461873389026,Pass
no_sampling,select_l1,log2_transform,no_dim_reduction,nn,0.3265874313076718,0.37236044877554314,0.3479751379221529,Pass
no_sampling,select_l1,log2_transform,pca,nn,0.4017977650267756,0.3968825304674361,0.3993250230902753,Pass
no_sampling,select_l1,log2_transform,umap,nn,0.19931208638105188,0.33333333333333337,0.249461873389026,Pass
oversampling,var_threshold,no_norm,no_dim_reduction,nn,0.671338944538494,0.5853168843734882,0.6253836736126416,Pass
oversampling,var_threshold,no_norm,pca,nn,0.522724623493073,0.5236574746008708,0.5231906332279366,Pass
oversampling,var_threshold,no_norm,umap,nn,0.32325684454114473,0.3583333333333333,0.3398925230655994,Pass
